Item number,Name,Family,assembled_width_cm,assembled_depth_cm,assembled_height_cm,MainCollectionItemImageUrl01,MainCollectionItemImageUrl02,MainCollectionItemImageUrl03,MainCollectionItemImageUrl04,Conc
28033600,Clement Walnut Chair 28033600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28033600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28103600,Clement Walnut Chair 28103600,Clement,89,82,0.073,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28103600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28043600,Clement Walnut Chair 28043600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28043600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28143600,Clement Walnut Chair 28143600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28143601,Clement Walnut Chair 28143601,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28143601-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28203600,Clement Walnut Chair 28203600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28203600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28133600,Clement Walnut Chair 28133600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28133601,Clement Walnut Chair 28133601,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28133601-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28233600,Clement Walnut Chair 28233600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28233600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28243600,Clement Walnut Chair 28243600,Clement,89,89,0.086,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28243600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
U8043600,Clement Walnut Chair U8043600,Clement,,,,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-U8043600-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
28003650,Clement Walnut Footrest 28003650,Clement,55,46,44.5,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Clement-28003650-0960-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
1000011,Cushion Cushion 1000011,Cushion,,,,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Cushion-1000011-1322-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
25001100,Elegant Upholstered Chair 25001100,Elegant,75,65,104,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001100-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
25001150,Elegant Upholstered Footrest 25001150,Elegant,44,49,39,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Elegant-25001150-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
25601100,Falcone Upholstered Chair 25601100,Falcone,80,86.5,110,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601100-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
25601150,Falcone Upholstered Footrest 25601150,Falcone,58.5,50,43.5,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0,"https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-001.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-002.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-003.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0, https://www.flexlux.com/admin/public/getimage.ashx?Image=/Files/Images/products/FLEXLUX-Falcone-25601150-1322-101-004.jpg&Width=0&Height=1080&Format=jpg&Quality=75&Crop=0"
